"Kategori [Category]";"Produkt [Product]";"Sorteringsordning för produkter i en kategori [Position]";"Sorteringsordning för en produkts kategorier [PositionCategory]"
Categories/Lackpaket/Metallic_124_Pearllack;9011S;10;20
Categories/Lackpaket/Metallic_124_Pearllack;9011;20;30
Categories/Lackpaket/Metallic_124_Pearllack;9001S;30;10
Categories/Lackpaket/Metallic_124_Pearllack;9001;40;20
Categories/Lackpaket/Metallic_124_Pearllack;9004S;50;10
Categories/Lackpaket/Metallic_124_Pearllack;9004;60;20
Categories/Lackpaket/Metallic_124_Pearllack;profix_aqua_paketti;70;10
Categories/Lackpaket/Metallic_124_Pearllack;7777;80;10
Categories/Lackpaket/Metallic_124_Pearllack;9007;90;20
Categories/Lackpaket/Metallic_124_Pearllack;megapaket;100;10
Categories/Lackpaket/Akrylfärg;9014;10;20
Categories/Lackpaket/Akrylfärg;9002;20;10
Categories/Lackpaket/Akrylfärg;9010;30;10
Categories/Lackpaket/Akrylfärg;9010Winter;40;20
Categories/Lackpaket/Akrylfärg;9003;50;10
Categories/Lackpaket/Akrylfärg;9003Winter;60;20
Categories/Lackpaket/Akrylfärg;9005;70;10
Categories/Lackpaket/Akrylfärg;9005Winter;80;20
Categories/Lackpaket/Akrylfärg;superblack;90;20
Categories/Lackpaket/Akrylfärg;MipaMatta25;100;10
Categories/Lackpaket/Akrylfärg;mipamatta;110;10
Categories/Lackpaket/Akrylfärg;superwhite;120;10
Categories/Lackpaket/Akrylfärg;Superred;130;20
Categories/Lackpaket/Akrylfärg;superblue;140;10
Categories/Lackpaket/Akrylfärg;supergrey;150;10
Categories/Lackpaket/Akrylfärg;supergreen;160;10
Categories/Lackpaket/Akrylfärg;profixacryl;170;10
Categories/Lackpaket/Akrylfärg;hr040-lv;180;9999
Categories/Lackpaket/Klarlack;2010;10;10
Categories/Lackpaket/Klarlack;ultrafast;20;10
Categories/Lackpaket/Klarlack;6301;30;9999
Categories/Lackpaket/Klarlack;14949-14951;40;30
Categories/Lackpaket/Klarlack;13090;50;10
Categories/Lackpaket/Klarlack;2238;60;10
Categories/Lackpaket/Klarlack;trotonclearcoat;70;9999
Categories/Lackpaket/Klarlack;2239;80;20
Categories/Lackpaket/Klarlack;13086;90;9999
Categories/Lackpaket/Klarlack;clearcoattroton;100;20
Categories/Lackpaket/Klarlack;13088;110;9999
Categories/Lackpaket/Klarlack;840051-28-116;120;9999
Categories/Lackpaket/Klarlack;cp2016;130;9999
Categories/Lackpaket/Klarlack;260420000;140;10
Categories/Lackpaket/Klarlack;1962-1477;150;20
Categories/Lackpaket/Klarlack;11695-11696;160;20
Categories/Lackpaket/Klarlack;11999-12000;170;20
Categories/Lackpaket/Super_faerger;superwhite;10;9999
Categories/Lackpaket/Super_faerger;superwhite01;20;9999
Categories/Lackpaket/Super_faerger;MipaMatta25;30;9999
Categories/Lackpaket/Super_faerger;mipamatta;40;9999
Categories/Lackpaket/Super_faerger;7795;50;9999
Categories/Lackpaket/Super_faerger;superblack;60;60
Categories/Lackpaket/Super_faerger;831210;70;40
Categories/Lackpaket/Super_faerger;Superred;80;9999
Categories/Lackpaket/Super_faerger;Superred01;90;9999
Categories/Lackpaket/Super_faerger;supergrey;100;9999
Categories/Lackpaket/Super_faerger;supergrey01;110;20
Categories/Lackpaket/Super_faerger;superblue;120;9999
Categories/Lackpaket/Super_faerger;superblue01;130;20
Categories/Lackpaket/Super_faerger;supergreen;140;9999
Categories/Lackpaket/Super_faerger;supergreen01;150;20
Categories/Lackpaket/Grundfarg;4785;10;20
Categories/Lackpaket/Grundfarg;7449;20;10
Categories/Lackpaket/Grundfarg;trotonfiller;30;10
Categories/Lackpaket/Grundfarg;2114;40;10
Categories/Lackpaket/Grundfarg;9410;50;20
Categories/Lackpaket/Grundfarg;00226-275;60;10
Categories/Lackpaket/Grundfarg;300002235;70;9999
Categories/Lackpaket/Grundfarg;5432;80;10
Categories/Lackpaket/Grundfarg;840108-035;90;40
Categories/Lackpaket/Grundfarg;840130;100;9999
Categories/Lackpaket/Grundfarg;7228;110;9999
Categories/Lackpaket/Grundfarg;00228-4;120;10
Categories/Lackpaket/Grundfarg;840137;130;30
Categories/Lackpaket/Grundfarg;megapaket;140;20
Categories/Lackpaket/Spray;2KspraypacACR;10;10
Categories/Lackpaket/Spray;2kspraypac;20;10
Categories/Lackpaket/Spray;"""2kspraypac/1""";30;10
Categories/Lackpaket/Spray;spraypac2;40;10
Categories/Lackpaket/Spray;spraypac3;50;10
Categories/Lackpaket/Spray;spraypac4;60;10
Categories/Lackpaket/Spray;"""2kspraypac/kit1""";70;10
Categories/Lackpaket/Spray;"""2KspraypacACR/kit""";80;10
Categories/Lackpaket/Spray;"""spraypac3/kit""";90;10
Categories/Lackpaket/Spray;"""spraypac4/kit""";100;10
Categories/Lackpaket/storkop;7449;20;50
Categories/Lackpaket/storkop;boldpkt2;30;30
Categories/Lackpaket/storkop;00228-4;40;9999
Categories/Lackpaket/kompletta_paket;megapaket;10;9999
Categories/Lackpaket/kompletta_paket;"""2kspraypac/kit1""";20;9999
Categories/Lackpaket/kompletta_paket;"""2KspraypacACR/kit""";30;20
Categories/Lackpaket/kompletta_paket;"""spraypac3/kit""";40;20
Categories/Lackpaket/kompletta_paket;"""spraypac4/kit""";50;20
Categories/Billack/Akrylfärg;"""830300 OC/HS""";10;9999
Categories/Billack/Akrylfärg;830325;20;9999
Categories/Billack/Akrylfärg;7795;30;9999
Categories/Billack/Akrylfärg;831210;40;20
Categories/Billack/Akrylfärg;superwhite01;50;9999
Categories/Billack/Akrylfärg;Superred01;60;30
Categories/Billack/Akrylfärg;superblue01;70;10
Categories/Billack/Akrylfärg;supergreen01;80;10
Categories/Billack/Akrylfärg;supergrey01;90;10
Categories/Billack/Akrylfärg;12196;100;10
Categories/Billack/Akrylfärg;12167;110;40
Categories/Billack/Akrylfärg;012125;120;30
Categories/Billack/Akrylfärg;profix-lvcryl;130;9999
Categories/Billack/Akrylfärg/Akrylfaerg;"""830300 OC/HS""";10;9999
Categories/Billack/Akrylfärg/Akrylfaerg;830325;20;9999
Categories/Billack/Akrylfärg/Akrylfaerg;840147;30;9999
Categories/Billack/Akrylfärg/Akrylfaerg;7795;40;20
Categories/Billack/Akrylfärg/Akrylfaerg;831210;50;10
Categories/Billack/Akrylfärg/Akrylfaerg;840157;60;20
Categories/Billack/Akrylfärg/Akrylfaerg;profixacryl;70;20
Categories/Billack/Akrylfärg/Akrylfaerg;profix-lvcryl;80;10
Categories/Billack/Akrylfärg/Akrylfaerg;9002;90;20
Categories/Billack/Akrylfärg/Akrylfaerg;9010;100;20
Categories/Billack/Akrylfärg/Akrylfaerg;superwhite;110;20
Categories/Billack/Akrylfärg/Akrylfaerg;MipaMatta25;120;20
Categories/Billack/Akrylfärg/Akrylfaerg;superblack;130;10
Categories/Billack/Akrylfärg/Akrylfaerg;hr020-lv;140;9999
Categories/Billack/Akrylfärg/Akrylfaerg;hr040-lv;150;9999
Categories/Billack/Akrylfärg/Akrylfaerg;Superred;160;10
Categories/Billack/Akrylfärg/Akrylfaerg;9010Winter;170;10
Categories/Billack/Akrylfärg/Akrylfaerg;superblue;180;20
Categories/Billack/Akrylfärg/Akrylfaerg;supergrey;190;20
Categories/Billack/Akrylfärg/Akrylfaerg;supergreen;200;20
Categories/Billack/Akrylfärg/Akrylfaerg;9003Winter;210;10
Categories/Billack/Akrylfärg/Akrylfaerg;9005Winter;220;10
Categories/Billack/Akrylfärg/Haerdare;237400000;10;20
Categories/Billack/Akrylfärg/Haerdare;840029;20;10
Categories/Billack/Akrylfärg/Haerdare;840034;30;9999
Categories/Billack/Akrylfärg/Haerdare;840028;40;10
Categories/Billack/Akrylfärg/Haerdare;840035;50;9999
Categories/Billack/Akrylfärg/Haerdare;840089;60;9999
Categories/Billack/Akrylfärg/Haerdare;840036;70;30
Categories/Billack/Akrylfärg/Haerdare;4016176005400;80;10
Categories/Billack/Akrylfärg/Haerdare;840083;90;20
Categories/Billack/Akrylfärg/Foertunning;840016;10;40
Categories/Billack/Akrylfärg/Foertunning;840122;20;9999
Categories/Billack/Akrylfärg/Foertunning;840123;30;9999
Categories/Billack/Akrylfärg/Foertunning;840127;40;9999
Categories/Billack/Akrylfärg/Foertunning;302239;50;10
Categories/Billack/Akrylfärg/Foertunning;cp040;60;10
Categories/Billack/Akrylfärg/Foertunning;840126;70;30
Categories/Billack/Akrylfärg/Foertunning;698060005;80;20
Categories/Billack/Metallic_och_Pearllack;830320;10;9999
Categories/Billack/Metallic_och_Pearllack;830320S;20;10
Categories/Billack/Metallic_och_Pearllack;BC000;30;9999
Categories/Billack/Metallic_och_Pearllack;830492;40;20
Categories/Billack/Metallic_och_Pearllack;830493;50;9999
Categories/Billack/Metallic_och_Pearllack;9011;60;10
Categories/Billack/Metallic_och_Pearllack;9001;70;10
Categories/Billack/Metallic_och_Pearllack;9004;80;10
Categories/Billack/Metallic_och_Pearllack;bcspray;90;9999
Categories/Billack/Metallic_och_Pearllack;profix_aqua;100;9999
Categories/Billack/Metallic_och_Pearllack;profix_cp012/SubProducts/profix_cp012-0001;110;9999
Categories/Billack/Metallic_och_Pearllack;profix_cp010/SubProducts/profix_cp010-0001;120;9999
Categories/Billack/Metallic_och_Pearllack/Metallicbas;830320;10;9999
Categories/Billack/Metallic_och_Pearllack/Metallicbas;830320S;20;9999
Categories/Billack/Metallic_och_Pearllack/Metallicbas;BC000;30;9999
Categories/Billack/Metallic_och_Pearllack/Metallicbas;profix_aqua;40;9999
Categories/Billack/Metallic_och_Pearllack/Metallicbas;profix_aqua_paketti;50;20
Categories/Billack/Metallic_och_Pearllack/Metallicbas;830315;60;9999
Categories/Billack/Metallic_och_Pearllack/Foertunning;830492;10;10
Categories/Billack/Metallic_och_Pearllack/Foertunning;profix_cp010;30;9999
Categories/Billack/Metallic_och_Pearllack/Foertunning;profix_cp012;40;9999
Categories/Billack/Metallic_och_Pearllack/Foertunning;832980;50;9999
Categories/Billack/Metallic_och_Pearllack/Foertunning;830493;70;30
Categories/Billack/Klarlack;6301;10;9999
Categories/Billack/Klarlack;ultrafast;20;20
Categories/Billack/Klarlack;1962-1477;30;10
Categories/Billack/Klarlack;11695-11696;40;10
Categories/Billack/Klarlack;11999-12000;50;10
Categories/Billack/Klarlack;13090;60;30
Categories/Billack/Klarlack;14949-14951;70;10
Categories/Billack/Klarlack;2238;80;20
Categories/Billack/Klarlack;trotonclearcoat;90;9999
Categories/Billack/Klarlack;2239;100;30
Categories/Billack/Klarlack;13086;110;9999
Categories/Billack/Klarlack;clearcoattroton;120;10
Categories/Billack/Klarlack;13088;130;20
Categories/Billack/Klarlack;260210000;140;9999
Categories/Billack/Klarlack;840051-28-116;150;9999
Categories/Billack/Klarlack;260250000;160;9999
Categories/Billack/Klarlack;232110000;170;9999
Categories/Billack/Klarlack;260420000;180;9999
Categories/Billack/Klarlack;840107;190;9999
Categories/Billack/Klarlack;11012;200;9999
Categories/Billack/Klarlack;246710000;210;9999
Categories/Billack/Klarlack;cp2015;220;9999
Categories/Billack/Klarlack;cp2016;230;9999
Categories/Billack/Klarlack;840042;240;9999
Categories/Billack/Klarlack;262110000;250;10
Categories/Billack/Klarlack;2010;260;20
Categories/Billack/Klarlack;840045;270;10
Categories/Billack/Klarlack;246710000-5;280;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-96301-008;10;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-92004-008;20;20
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;03106;30;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;03156;40;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;03116;50;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;03086;60;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;03128;70;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;candybase;80;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT97000-008;90;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-96101-008;100;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-97301-008;110;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-97401-008;120;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;97502-008;130;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-96000;140;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-96906-008;150;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-96211-008;160;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-96302-008;170;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-96907-008;180;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-96401-008;190;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg;KT-96902-008;200;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Candy;candybase;10;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Candy;03106;80;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Candy;03156;90;20
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Candy;03116;100;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Candy;03086;110;9999
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Candy;03128;170;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-97401-008;10;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-97301-008;20;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-96101-008;30;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT97000-008;40;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-96000;50;20
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;97502-008;60;20
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-96211-008;70;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-96302-008;80;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-96906-008;90;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-96907-008;100;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-96401-008;110;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-96902-008;120;10
Categories/Billack/Candy_124_Flakes_124_Effektfaerg/Flakes;KT-92004-008;130;10
Categories/GrundfärgSpackel/Primer;5432;10;20
Categories/GrundfärgSpackel/Primer;17118-5433;20;10
Categories/GrundfärgSpackel/Primer;14213;30;10
Categories/GrundfärgSpackel/Primer;14214;40;10
Categories/GrundfärgSpackel/Primer;14212;50;10
Categories/GrundfärgSpackel/Primer;9880;60;10
Categories/GrundfärgSpackel/Primer;4785;70;10
Categories/GrundfärgSpackel/Primer;9410;80;10
Categories/GrundfärgSpackel/Primer;7449;90;20
Categories/GrundfärgSpackel/Primer;300002235;100;10
Categories/GrundfärgSpackel/Primer;2114;110;20
Categories/GrundfärgSpackel/Primer;7228;120;9999
Categories/GrundfärgSpackel/Primer;2364;130;20
Categories/GrundfärgSpackel/Primer;1360;140;9999
Categories/GrundfärgSpackel/Primer;2282;150;10
Categories/GrundfärgSpackel/Primer;300005833;160;10
Categories/GrundfärgSpackel/Primer;840098;170;9999
Categories/GrundfärgSpackel/Primer;229110002;180;10
Categories/GrundfärgSpackel/Primer;229110005;190;20
Categories/GrundfärgSpackel/Primer;226110000;200;10
Categories/GrundfärgSpackel/Primer;239210000;210;10
Categories/GrundfärgSpackel/Primer;840100;220;10
Categories/GrundfärgSpackel/Primer;840085;230;10
Categories/GrundfärgSpackel/Primer;840130;240;9999
Categories/GrundfärgSpackel/Primer;224310000;250;10
Categories/GrundfärgSpackel/Primer;225610000;260;10
Categories/GrundfärgSpackel/Primer;840114;270;20
Categories/GrundfärgSpackel/Primer;840101;280;9999
Categories/GrundfärgSpackel/Primer;840138;290;20
Categories/GrundfärgSpackel/Primer;50801;300;20
Categories/GrundfärgSpackel/Primer;840137;310;10
Categories/GrundfärgSpackel/Primer;4016176007367;320;10
Categories/GrundfärgSpackel/Slipgrund;00226-275;10;20
Categories/GrundfärgSpackel/Slipgrund;Filleri_3L_Troton;20;9999
Categories/GrundfärgSpackel/Slipgrund;302239;30;40
Categories/GrundfärgSpackel/Slipgrund;trotonfiller;40;20
Categories/GrundfärgSpackel/Slipgrund;00228-4;50;20
Categories/GrundfärgSpackel/Slipgrund;2114;60;30
Categories/GrundfärgSpackel/Slipgrund;1601;70;9999
Categories/GrundfärgSpackel/Slipgrund;229110002;80;20
Categories/GrundfärgSpackel/Slipgrund;229110005;90;10
Categories/GrundfärgSpackel/Slipgrund;840108;100;9999
Categories/GrundfärgSpackel/Slipgrund;228530004;110;9999
Categories/GrundfärgSpackel/Slipgrund;840108-035;120;50
Categories/GrundfärgSpackel/Slipgrund;840085;130;20
Categories/GrundfärgSpackel/Slipgrund;840101;140;9999
Categories/GrundfärgSpackel/Slipgrund;1603;150;10
Categories/GrundfärgSpackel/Spackel;288520000;10;20
Categories/GrundfärgSpackel/Spackel;6671;20;10
Categories/GrundfärgSpackel/Spackel;5197;30;10
Categories/GrundfärgSpackel/Spackel;boldpkt2;40;10
Categories/GrundfärgSpackel/Spackel;1060;50;10
Categories/GrundfärgSpackel/Spackel;1223;60;9999
Categories/GrundfärgSpackel/Spackel;7358;70;10
Categories/GrundfärgSpackel/Spackel;6664;80;10
Categories/GrundfärgSpackel/Spackel;1131;90;10
Categories/GrundfärgSpackel/Spackel;1173;100;10
Categories/GrundfärgSpackel/Spackel;2380;110;9999
Categories/GrundfärgSpackel/Spackel;5798;120;10
Categories/GrundfärgSpackel/Spackel;2369;130;9999
Categories/GrundfärgSpackel/Spackel;2364;140;40
Categories/GrundfärgSpackel/Spackel;8531;150;10
Categories/GrundfärgSpackel/Spackel;1147;160;10
Categories/GrundfärgSpackel/Spackel;840004;170;10
Categories/GrundfärgSpackel/Spackel;289610000;180;10
Categories/GrundfärgSpackel/Spackel;010602;190;10
Categories/GrundfärgSpackel/Spackel;840008;200;9999
Categories/GrundfärgSpackel/Spackel;6667;210;10
Categories/GrundfärgSpackel/Spackel;300659;220;30
Categories/GrundfärgSpackel/Spackel;250011-30;230;10
Categories/GrundfärgSpackel/Spackel;010602[2];240;10
Categories/GrundfärgSpackel/Spackel;293910000;250;10
Categories/GrundfärgSpackel/Epoxy;4785;10;30
Categories/GrundfärgSpackel/Epoxy;7449;20;40
Categories/GrundfärgSpackel/Epoxy;5432;30;30
Categories/GrundfärgSpackel/Epoxy;17118-5433;40;20
Categories/GrundfärgSpackel/Epoxy;9410;50;40
Categories/GrundfärgSpackel/Epoxy;300008828;60;20
Categories/GrundfärgSpackel/Epoxy;226110000;70;9999
Categories/GrundfärgSpackel/Epoxy;239210000;80;9999
Categories/GrundfärgSpackel/Epoxy;1251;90;20
Categories/GrundfärgSpackel/Epoxy;213210000;100;9999
Categories/GrundfärgSpackel/Epoxy;213250001;110;9999
Categories/GrundfärgSpackel/Epoxy;040515;120;30
Categories/GrundfärgSpackel/Epoxy;2282;130;30
Categories/GrundfärgSpackel/Epoxy;840830;140;9999
Categories/GrundfärgSpackel/Epoxy;840542;150;9999
Categories/GrundfärgSpackel/Epoxy;840537;160;9999
Categories/GrundfärgSpackel/Epoxy;300659;170;9999
Categories/Spray;"""2kspraypac/1""";10;30
Categories/Spray/Sprayfarg;akryylispray;10;20
Categories/Spray/Sprayfarg;spraypac3;20;20
Categories/Spray/Sprayfarg;212030000;30;10
Categories/Spray/Sprayfarg;2KspraypacACR;40;20
Categories/Spray/Sprayfarg;bcspray;50;10
Categories/Spray/Sprayfarg;spraypac4;60;20
Categories/Spray/Sprayfarg;2kspraypac;70;30
Categories/Spray/Sprayfarg;spraypac2;80;20
Categories/Spray/Sprayfarg;300002307;90;10
Categories/Spray/Sprayfarg;300002308;100;10
Categories/Spray/Sprayfarg;300003663;110;9999
Categories/Spray/Sprayfarg;216011200;120;9999
Categories/Spray/Sprayfarg;216011300;130;9999
Categories/Spray/Sprayfarg;212540000;140;30
Categories/Spray/Sprayfarg;212520000;150;40
Categories/Spray/Sprayfarg;212580000;160;20
Categories/Spray/Sprayfarg;682135500;170;10
Categories/Spray/Sprayfarg;213090000;180;30
Categories/Spray/Sprayfarg;300002298;190;9999
Categories/Spray/Sprayfarg;03640;200;10
Categories/Spray/Sprayfarg;RAL-1234;210;9999
Categories/Spray/Sprayfarg;214001042;220;9999
Categories/Spray/Sprayfarg;210431;230;9999
Categories/Spray/Sprayfarg;210433;240;9999
Categories/Spray/Sprayfarg;4167_2331;250;10
Categories/Spray/Sprayfarg;300004066;260;10
Categories/Spray/Sprayfarg;1346692;270;10
Categories/Spray/Sprayfarg;214001103;280;10
Categories/Spray/Sprayfarg;RAL-1234[3];290;10
Categories/Spray/Sprayfarg;RAL-1234[9];300;10
Categories/Spray/Sprayfarg;Bonus_300002298;310;10
Categories/Spray/Grundfaerg;300008828;10;10
Categories/Spray/Grundfaerg;213250001;20;10
Categories/Spray/Grundfaerg;213210000;30;20
Categories/Spray/Grundfaerg;213070000;40;10
Categories/Spray/Grundfaerg;213010001;50;9999
Categories/Spray/Grundfaerg;300003568;60;20
Categories/Spray/Grundfaerg;300002321;70;10
Categories/Spray/Grundfaerg;213090000;80;20
Categories/Spray/Grundfaerg;300003818;90;10
Categories/Spray/Grundfaerg;213190000;100;9999
Categories/Spray/Grundfaerg;213060000;110;9999
Categories/Spray/Grundfaerg;213360000;120;20
Categories/Spray/Grundfaerg;213040000;130;20
Categories/Spray/Grundfaerg;300002290;140;10
Categories/Spray/Grundfaerg;300003730;150;9999
Categories/Spray/Grundfaerg;300005833;160;30
Categories/Spray/Grundfaerg;213770000;170;20
Categories/Spray/Grundfaerg;212580000;180;10
Categories/Spray/Grundfaerg;212540000;190;9999
Categories/Spray/Grundfaerg;212520000;200;20
Categories/Spray/Grundfaerg;9078;210;10
Categories/Spray/Grundfaerg;213710000;220;10
Categories/Spray/Grundfaerg;300002318;230;10
Categories/Spray/Grundfaerg;300007143;240;20
Categories/Spray/Grundfaerg;300007144;250;20
Categories/Spray/Grundfaerg;300002743;260;10
Categories/Spray/Klarlack;300002310;10;20
Categories/Spray/Klarlack;300005549;20;9999
Categories/Spray/Klarlack;216011700;30;9999
Categories/Spray/Klarlack;212910000;40;9999
Categories/Spray/Klarlack;300003661;50;20
Categories/Spray/Klarlack;214500001;60;9999
Categories/Spray/Klarlack;212900000;70;10
Categories/Tillbehoer-old/Lackeringsprutor;FLG-G5;10;20
Categories/Tillbehoer-old/Lackeringsprutor;sgk-0414;20;9999
Categories/Tillbehoer-old/Lackeringsprutor;sgk-0012-18;30;9999
Categories/Tillbehoer-old/Lackeringsprutor;K-5030;40;10
Categories/Tillbehoer-old/Lackeringsprutor;10141626;50;10
Categories/Tillbehoer-old/Lackeringsprutor;10141627;60;10
Categories/Tillbehoer-old/Lackeringsprutor;10141559;70;10
Categories/Tillbehoer-old/Lackeringsprutor;40000335;80;20
Categories/Tillbehoer-old/Lackeringsprutor;160634;90;10
Categories/Tillbehoer-old/Lackeringsprutor;161914;100;10
Categories/Tillbehoer-old/Lackeringsprutor;161917;110;10
Categories/Tillbehoer-old/Lackeringsprutor;detailgun;120;9999
Categories/Tillbehoer-old/Lackeringsprutor;gtiprolite;130;10
Categories/Tillbehoer-old/Lackeringsprutor;160603;140;10
Categories/Tillbehoer-old/Lackeringsprutor;389299;150;20
Categories/Tillbehoer-old/Lackeringsprutor;DV1-C-000-13-B+;160;10
Categories/Tillbehoer-old/Lackeringsprutor;H27P2mm;170;10
Categories/Tillbehoer-old/Lackeringsprutor;flexicup10;180;10
Categories/Tillbehoer-old/Lackeringsprutor;sck-22;190;10
Categories/Tillbehoer-old/Lackeringsprutor;13.3801;200;10
Categories/Tillbehoer-old/Lackeringsprutor;210901;210;20
Categories/Tillbehoer-old/Lackeringsprutor;GFC-501;220;10
Categories/Tillbehoer-old/Lackeringsprutor;GTIPRO;230;9999
Categories/Tillbehoer-old/Lackeringsprutor;300000464;240;10
Categories/Tillbehoer-old/Lackeringsprutor;300010098;250;10
Categories/Tillbehoer-old/Lackeringsprutor;gunholder-1;260;20
Categories/Tillbehoer-old/Lackeringsprutor;gunholder-2;270;9999
Categories/Tillbehoer-old/Lackeringsprutor;spraygunholder;280;9999
Categories/Tillbehoer-old/Lackeringsprutor;250103;290;9999
Categories/Tillbehoer-old/Lackeringsprutor;250105;300;10
Categories/Tillbehoer-old/Lackeringsprutor;SG03;310;10
Categories/Tillbehoer-old/Lackeringsprutor;flexicup;320;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-c;330;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-eqcc;340;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-s2;350;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-a;360;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-e;370;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-b;380;10
Categories/Tillbehoer-old/Lackeringsprutor;GFC-501-1;390;20
Categories/Tillbehoer-old/Lackeringsprutor;k-5040;400;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicupmini;410;20
Categories/Tillbehoer-old/Lackeringsprutor;kemtexmuki-200;420;10
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-s1;430;20
Categories/Tillbehoer-old/Lackeringsprutor;BK-002;440;10
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-f;450;10
Categories/Tillbehoer-old/Lackeringsprutor;388016;460;10
Categories/Tillbehoer-old/Lackeringsprutor;"""Sagola 1,3mm nål/munstycke""";470;10
Categories/Tillbehoer-old/Lackeringsprutor;Flexicup10;480;10
Categories/Tillbehoer-old/Lackeringsprutor;Flexicup-c;490;10
Categories/Tillbehoer-old/Lackeringsprutor;Flexicup-a;500;20
Categories/Tillbehoer-old/Lackeringsprutor;10141621;510;10
Categories/Tillbehoer-old/Lackeringsprutor;160620;520;10
Categories/Tillbehoer-old/Lackeringstillbehoer;kemtexmuki;10;20
Categories/Tillbehoer-old/Lackeringstillbehoer;250009;20;20
Categories/Tillbehoer-old/Lackeringstillbehoer;250103;30;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;810719;40;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;nrlablockB;50;10
Categories/Tillbehoer-old/Lackeringstillbehoer;nrlablock;60;10
Categories/Tillbehoer-old/Lackeringstillbehoer;250050;70;10
Categories/Tillbehoer-old/Lackeringstillbehoer;389299;80;10
Categories/Tillbehoer-old/Lackeringstillbehoer;259010;90;20
Categories/Tillbehoer-old/Lackeringstillbehoer;220317;100;10
Categories/Tillbehoer-old/Lackeringstillbehoer;220333;110;20
Categories/Tillbehoer-old/Lackeringstillbehoer;220623;120;10
Categories/Tillbehoer-old/Lackeringstillbehoer;301981;130;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300006267;140;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300008887;150;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;165063;160;10
Categories/Tillbehoer-old/Lackeringstillbehoer;250013;170;20
Categories/Tillbehoer-old/Lackeringstillbehoer;300003786;180;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300008716;190;20
Categories/Tillbehoer-old/Lackeringstillbehoer;flexicup10;200;20
Categories/Tillbehoer-old/Lackeringstillbehoer;CP015;210;10
Categories/Tillbehoer-old/Lackeringstillbehoer;cp015-1;220;10
